username,timestamp,content,mentions,hashtags,clean_content,signal
Tushar Shinde,2025-07-11 14:20:22+00:00,"Tushar Shinde
@shindeorg
·
19h
http://shinde.org/ipo

#MSME #MSMENews #MSMEAlert #MSMEupdates #MSMEWatch #MSMEMarket #MSMEIndia #MSMEMarketUpdates #Nifty50 #GIFTNIFTY #Nifty #Sensex #BankNifty #BSE #NSE #NSEIndia #Investment 
#India
202",@shindeorg,"#MSME, #MSMENews, #MSMEAlert, #MSMEupdates, #MSMEWatch, #MSMEMarket, #MSMEIndia, #MSMEMarketUpdates, #Nifty50, #GIFTNIFTY, #Nifty, #Sensex, #BankNifty, #BSE, #NSE, #NSEIndia, #Investment, #India","tushar shinde


19h


msme msmenews msmealert msmeupdates msmewatch msmemarket msmeindia msmemarketupdates nifty50 giftnifty nifty sensex banknifty bse nse nseindia investment 
india
202",0
S.Sankar (NISM Certified RA),2025-07-11 14:18:26+00:00,"S.Sankar (NISM Certified RA)
@SankarNism
·
19h
#market #OptionTrading #OptionBuying #OptionSelling #Buy #sell #CrudeOil #NaturalGas #crude #banknifty #nifty #Sensex #fii #dii

This is why I don’t trust the Gift Nifty 

It’s trading +Ve when global markets r in deep red
591",@SankarNism,"#market, #OptionTrading, #OptionBuying, #OptionSelling, #Buy, #sell, #CrudeOil, #NaturalGas, #crude, #banknifty, #nifty, #Sensex, #fii, #dii","ssankar nism certified ra


19h
market optiontrading optionbuying optionselling buy sell crudeoil naturalgas crude banknifty nifty sensex fii dii

this is why i dont trust the gift nifty 

its trading ve when global markets r in deep red
591",1
Arunkumar ,2025-07-11 14:17:21+00:00,"Arunkumar 
@itzarunca
·
19h
#Banknifty 

Expected range 56600-56500. Today's low 56607.
Quote
Arunkumar 
@itzarunca
·
Jul 11
#Nifty - 25155

We discussed, if the price comes below 25400, then 25300 & 25200 is reachable and currently the price trading below 25200. The important level to hold for this one more high is around 25080-25100. 

#Banknifty - 56715

I just shared, if it comes below 56750, then x.com/itzarunca/stat…
Show more
14
1.2K","@itzarunca, @itzarunca","#Banknifty, #Nifty, #Banknifty","arunkumar 


19h
banknifty 

expected range 5660056500 todays low 56607
quote
arunkumar 


jul 11
nifty  25155

we discussed if the price comes below 25400 then 25300  25200 is reachable and currently the price trading below 25200 the important level to hold for this one more high is around 2508025100 

banknifty  56715

i just shared if it comes below 56750 then xcomitzaruncastat
show more
14
12k",0
Trendonomics by Harsh Dixit,2025-07-11 14:16:40+00:00,"Trendonomics by Harsh Dixit
@TrendonomicsHD
·
19h
Nifty Prediction Bank Nifty Elliott Wave Analysis. Market Crash What Next?

Shared my #Elliottwave  analysis on #Nifty & #banknifty Indices witnessing sell off. Market closed on the breakout zone. Monday will be crucial.

https://youtu.be/LdmRDLo9tpU?si=3OpNzL1smS0jRe7f… via 
@YouTube
TradingView and 9 others
2
2
11
2.4K","@TrendonomicsHD, @YouTube","#Elliottwave, #Nifty, #banknifty","trendonomics by harsh dixit


19h
nifty prediction bank nifty elliott wave analysis market crash what next

shared my elliottwave  analysis on nifty  banknifty indices witnessing sell off market closed on the breakout zone monday will be crucial

 via 

tradingview and 9 others
2
2
11
24k",-1
Derivative Trading Strategies,2025-07-11 14:11:50+00:00,"Derivative Trading Strategies
@HedgingDesk
·
19h
Like and retweet this post 
Also Follow 
@HedgingDesk
 for more such strategies.

#Nifty #Banknifty #Optionselling #OptionsTrading #HedgingStrategy #optionbuying #StockMarketindia #Indexoptions #niftyOptions #BankNiftyOptions #swingtrading #priceactiontrading #stockmarket
Show more
Quote
Derivative Trading Strategies
@HedgingDesk
·
Jul 11
MIDCPNIFTY STRATEGY POSITIONAL BULLISH 31st JULY 

BUY 1 LOT 13200 CE @ 157
SELL 2 LOT 13400 CE @ 90
BUY 1 LOT 13600 CE @ 48

MAX PROFIT - 24500
MAX LOSS - 3500
MARGIN REQ : 77k

#Nifty #Banknifty #Optionselling #OptionsTrading #HedgingStrategy #optionbuying #StockMarketindia
Show more
131","@HedgingDesk, @HedgingDesk, @HedgingDesk","#Nifty, #Banknifty, #Optionselling, #OptionsTrading, #HedgingStrategy, #optionbuying, #StockMarketindia, #Indexoptions, #niftyOptions, #BankNiftyOptions, #swingtrading, #priceactiontrading, #stockmarket, #Nifty, #Banknifty, #Optionselling, #OptionsTrading, #HedgingStrategy, #optionbuying, #StockMarketindia","derivative trading strategies


19h
like and retweet this post 
also follow 

 for more such strategies

nifty banknifty optionselling optionstrading hedgingstrategy optionbuying stockmarketindia indexoptions niftyoptions bankniftyoptions swingtrading priceactiontrading stockmarket
show more
quote
derivative trading strategies


jul 11
midcpnifty strategy positional bullish 31st july 

buy 1 lot 13200 ce  157
sell 2 lot 13400 ce  90
buy 1 lot 13600 ce  48

max profit  24500
max loss  3500
margin req  77k

nifty banknifty optionselling optionstrading hedgingstrategy optionbuying stockmarketindia
show more
131",1
RajivR,2025-07-11 14:03:38+00:00,"RajivR
@Rjv_6575
·
19h
Replying to 
@Rjv_6575
#InvestmentAlert 
Last 5 yrs: 387%
Last 1 yr: Stable
Next 5 yrs: ?

#BankofBaroda is currently available at a very cheap valuation. 

#InvestmentStrategy #banknifty #investors #indianstockmarket
39","@Rjv_6575, @Rjv_6575","#InvestmentAlert, #BankofBaroda, #InvestmentStrategy, #banknifty, #investors, #indianstockmarket","rajivr


19h
replying to 

investmentalert 
last 5 yrs 387
last 1 yr stable
next 5 yrs 

bankofbaroda is currently available at a very cheap valuation 

investmentstrategy banknifty investors indianstockmarket
39",0
Mukul,2025-07-11 14:00:30+00:00,"Mukul
@Mukul__9
·
19h
 Day 30 (11/07/25) - NEWYORK Session
1000+ PIPS PRINTED TODAY!
 Live Trading Marathon
 500$ FREE GIVEAWAY 
 Join NOW to earn free pips!

#trading #xauusd #bitcoin #crypto #nifty #banknifty #livetrading  

https://deeplinkify.netlify.app/ytredirect.html?url=https%3A%2F%2Fyoutube.com%2Flive%2FSOlS3E7tfTA%3Ffeature%3Dshare…
2
111",@Mukul__9,"#trading, #xauusd, #bitcoin, #crypto, #nifty, #banknifty, #livetrading","mukul


19h
 day 30 110725  newyork session
1000 pips printed today
 live trading marathon
 500 free giveaway 
 join now to earn free pips

trading xauusd bitcoin crypto nifty banknifty livetrading  


2
111",0
Sach Sharma,2025-07-11 13:44:05+00:00,"Sach Sharma
@sachsharma3
·
19h
G.S.S Investments ™
Equity Markets

#Nifty #optionbuying #AdaniGroup #Banknifty #StockMarketNews #FridayVibes #fridaymorning #Fridaymotivation #Friday #FridayFeeling 

𝐉𝐚𝐢 𝐉𝐚𝐢 𝐬𝐡𝐫𝐞𝐞 𝐑𝐚𝐦 
1
58",@sachsharma3,"#Nifty, #optionbuying, #AdaniGroup, #Banknifty, #StockMarketNews, #FridayVibes, #fridaymorning, #Fridaymotivation, #Friday, #FridayFeeling","sach sharma


19h
gss investments 
equity markets

nifty optionbuying adanigroup banknifty stockmarketnews fridayvibes fridaymorning fridaymotivation friday fridayfeeling 

𝐉𝐚𝐢 𝐉𝐚𝐢 𝐬𝐡𝐫𝐞𝐞 𝐑𝐚𝐦 
1
58",1
FIIDII Data,2025-07-11 13:42:24+00:00,"FIIDII Data
@Fii_Dii_Data
·
19h
#FII Future Index-wise Net Change Data (Number of Contracts) - 11th July 2025 (Friday)

#Nifty : -14,993
#BankNIfty : -3,234
#MIDCPNIFTY : -303
#FINNIFTY : 27
#NIFTYNXT50 : -8

Stay informed, make strategic decisions!
Stay updated with the latest market movements! #MarketData
Show more
1
4
24
2K",@Fii_Dii_Data,"#FII, #Nifty, #BankNIfty, #MIDCPNIFTY, #FINNIFTY, #NIFTYNXT50, #MarketData","fiidii data


19h
fii future indexwise net change data number of contracts  11th july 2025 friday

nifty  14993
banknifty  3234
midcpnifty  303
finnifty  27
niftynxt50  8

stay informed make strategic decisions
stay updated with the latest market movements marketdata
show more
1
4
24
2k",0
Jayakumar,2025-07-11 13:33:34+00:00,"Jayakumar
@jkumarchennai
·
19h
FIIs in index futures / options : #Nifty #nifty50 #NIFTYFUTURE #NiftyBank #banknifty #BANKNIFTYFUTURE #OptionsTrading #stockmarketcrash #vodafoneidea #UJJIVAN #optiontrading #Options #stockmarkets #StockMarketIndia #stockmarketcrash
1
356",@jkumarchennai,"#Nifty, #nifty50, #NIFTYFUTURE, #NiftyBank, #banknifty, #BANKNIFTYFUTURE, #OptionsTrading, #stockmarketcrash, #vodafoneidea, #UJJIVAN, #optiontrading, #Options, #stockmarkets, #StockMarketIndia, #stockmarketcrash","jayakumar


19h
fiis in index futures  options  nifty nifty50 niftyfuture niftybank banknifty bankniftyfuture optionstrading stockmarketcrash vodafoneidea ujjivan optiontrading options stockmarkets stockmarketindia stockmarketcrash
1
356",0
IMReturnsManager,2025-07-11 13:25:56+00:00,"IMReturnsManager
@IMRiskManager
·
19h
Replying to 
@IMRiskManager
Charts dated 11-07-2025                                                                                                                                             #BankNifty #bankniftyoptions #BankNiftyFutures #MarketProfile #AuctionMarketTheory #mp_amt #mp_chart
1
52","@IMRiskManager, @IMRiskManager","#BankNifty, #bankniftyoptions, #BankNiftyFutures, #MarketProfile, #AuctionMarketTheory, #mp_amt, #mp_chart","imreturnsmanager


19h
replying to 

charts dated 11072025                                                                                                                                             banknifty bankniftyoptions bankniftyfutures marketprofile auctionmarkettheory mp_amt mp_chart
1
52",0
Tushar Shinde,2025-07-11 13:21:56+00:00,"Tushar Shinde
@shindeorg
·
20h
http://shinde.org/ipo

#IPO #IPONews #IPOAlert #ipoupdates #IPOWatch #IPOMarket #StockMarket #ShareMarket #StockMarkerIndia #StockMarktUpdates #Nifty50 #GIFTNIFTY #Nifty #Sensex #BankNifty #BSE #NSE #NSEIndia #Investment 
#Athem
#AthamBio
#AthemBioScience 
#AthemBioScienceIPO
225",@shindeorg,"#IPO, #IPONews, #IPOAlert, #ipoupdates, #IPOWatch, #IPOMarket, #StockMarket, #ShareMarket, #StockMarkerIndia, #StockMarktUpdates, #Nifty50, #GIFTNIFTY, #Nifty, #Sensex, #BankNifty, #BSE, #NSE, #NSEIndia, #Investment, #Athem, #AthamBio, #AthemBioScience, #AthemBioScienceIPO","tushar shinde


20h


ipo iponews ipoalert ipoupdates ipowatch ipomarket stockmarket sharemarket stockmarkerindia stockmarktupdates nifty50 giftnifty nifty sensex banknifty bse nse nseindia investment 
athem
athambio
athembioscience 
athembioscienceipo
225",0
Ramjeet,2025-07-11 13:21:43+00:00,"Ramjeet
@RAMJEET85
·
20h
#FIIs net sell ₹5,104.22 cr while #DIIs net buy ₹3,558.63 cr in equities on 11th July 2025

#StockMarketIndia 
#MultiBagger 
#Nifty
#Sensex
#BankNifty
4
157",@RAMJEET85,"#FIIs, #DIIs, #StockMarketIndia, #MultiBagger, #Nifty, #Sensex, #BankNifty","ramjeet


20h
fiis net sell 510422 cr while diis net buy 355863 cr in equities on 11th july 2025

stockmarketindia 
multibagger 
nifty
sensex
banknifty
4
157",1
S.Sankar (NISM Certified RA),2025-07-11 13:16:58+00:00,"S.Sankar (NISM Certified RA)
@SankarNism
·
20h
#market #OptionTrading #OptionBuying #OptionSelling #Buy #sell #CrudeOil #NaturalGas #crude #banknifty #nifty #Sensex #fii #dii

FII became sellers again today 

Nifty : 25 k is on the way 

So far low 25129 

Let’s see !!
311",@SankarNism,"#market, #OptionTrading, #OptionBuying, #OptionSelling, #Buy, #sell, #CrudeOil, #NaturalGas, #crude, #banknifty, #nifty, #Sensex, #fii, #dii","ssankar nism certified ra


20h
market optiontrading optionbuying optionselling buy sell crudeoil naturalgas crude banknifty nifty sensex fii dii

fii became sellers again today 

nifty  25 k is on the way 

so far low 25129 

lets see 
311",1
Stock Market Avenues ,2025-07-11 13:15:26+00:00,"Stock Market Avenues 
@MarketAvenues
·
20h


Revise a few #trading rules 

#VerifiedBySensibull #nifty #banknifty #GIFTNIFTY #StockMarket #niftytoday #stockmarketsindia #niftycrash #sensex #StocksToBuy #sharemarket #stockmarketcrash #MutualFunds #stockstofocus #SmallCap #FIIs #Investments #sebi #StockMarketNews
204",@MarketAvenues,"#trading, #VerifiedBySensibull, #nifty, #banknifty, #GIFTNIFTY, #StockMarket, #niftytoday, #stockmarketsindia, #niftycrash, #sensex, #StocksToBuy, #sharemarket, #stockmarketcrash, #MutualFunds, #stockstofocus, #SmallCap, #FIIs, #Investments, #sebi, #StockMarketNews","stock market avenues 


20h


revise a few trading rules 

verifiedbysensibull nifty banknifty giftnifty stockmarket niftytoday stockmarketsindia niftycrash sensex stockstobuy sharemarket stockmarketcrash mutualfunds stockstofocus smallcap fiis investments sebi stockmarketnews
204",1
Tushar Shinde,2025-07-11 13:14:44+00:00,"Tushar Shinde
@shindeorg
·
20h
http://Shinde.org/equity 

#stocks
#ShareMarket #ShareMarketNews #StockMarketIndia  #StockMarktUpdates #Nifty50 #GIFTNIFTY #Nifty #Sensex #BankNifty #BSE #NSE #NSEIndia #IFSC #Investment #InvestingIndia #Kelloggs
169",@shindeorg,"#stocks, #ShareMarket, #ShareMarketNews, #StockMarketIndia, #StockMarktUpdates, #Nifty50, #GIFTNIFTY, #Nifty, #Sensex, #BankNifty, #BSE, #NSE, #NSEIndia, #IFSC, #Investment, #InvestingIndia, #Kelloggs","tushar shinde


20h
 

stocks
sharemarket sharemarketnews stockmarketindia  stockmarktupdates nifty50 giftnifty nifty sensex banknifty bse nse nseindia ifsc investment investingindia kelloggs
169",0
Call Put Analyst,2025-07-11 13:13:47+00:00,"Call Put Analyst
@callputanalystt
·
20h
 Today Fund Flow:-
---
 FIIs Sold @ ₹ 5104 Crs.
 DIIs Bought @ ₹ 3558 Crs.

#Nifty #BankNifty
2
127",@callputanalystt,"#Nifty, #BankNifty","call put analyst


20h
 today fund flow

 fiis sold   5104 crs
 diis bought   3558 crs

nifty banknifty
2
127",0
Jayakumar,2025-07-11 13:13:06+00:00,"Jayakumar
@jkumarchennai
·
20h
Open Interest Analysis: #Nifty #nifty50 #NIFTYFUTURE #NiftyBank #banknifty #BANKNIFTYFUTURE #OptionsTrading #optiontrading #Options #vodafoneidea #ujjivan #StockMarkets #stockmarkets #StockMarketIndia #niftycrash #OptionSbuying #StocksToWatch #intradaytrading
1
354",@jkumarchennai,"#Nifty, #nifty50, #NIFTYFUTURE, #NiftyBank, #banknifty, #BANKNIFTYFUTURE, #OptionsTrading, #optiontrading, #Options, #vodafoneidea, #ujjivan, #StockMarkets, #stockmarkets, #StockMarketIndia, #niftycrash, #OptionSbuying, #StocksToWatch, #intradaytrading","jayakumar


20h
open interest analysis nifty nifty50 niftyfuture niftybank banknifty bankniftyfuture optionstrading optiontrading options vodafoneidea ujjivan stockmarkets stockmarkets stockmarketindia niftycrash optionsbuying stockstowatch intradaytrading
1
354",1
Financial Independence Services,2025-07-11 13:05:27+00:00,"Financial Independence Services
@Fin_Ind_Service
·
20h
 Market Snapshot at Close – July 11, 2025 (Friday)
 Join FIS on Telegram: https://t.me/+s3mwF2i394thNDc1…
 Disclaimer (https://financialindependence.co.in/disclaimer/)

#QuarterlyResults #NiftyEarnings #MarketUpdate #Sensex #BankNifty #FIS #Nifty50 #IndiaVIX #NiftyOutlook #StockMarketIndia #Q1FY26
Show more
2
162",@Fin_Ind_Service,"#QuarterlyResults, #NiftyEarnings, #MarketUpdate, #Sensex, #BankNifty, #FIS, #Nifty50, #IndiaVIX, #NiftyOutlook, #StockMarketIndia, #Q1FY26","financial independence services


20h
 market snapshot at close  july 11 2025 friday
 join fis on telegram 
 disclaimer 

quarterlyresults niftyearnings marketupdate sensex banknifty fis nifty50 indiavix niftyoutlook stockmarketindia q1fy26
show more
2
162",0
A K SINGH,2025-07-11 13:04:02+00:00,"A K SINGH@SwingTr13847854·20hFII & DII

#Fundflows |#Nifty |#Banknifty |#Swingtrading |#FIIs |#DIIs.1120",@SwingTr13847854,"#Fundflows, #Nifty, #Banknifty, #Swingtrading, #FIIs, #DIIs","a k singh20hfii  dii

fundflows nifty banknifty swingtrading fiis diis1120",0
Mr. Liquidity,2025-07-11 12:58:52+00:00,"Mr. Liquidity@hubformoney·20hIf I can give such trades for free then imagine the quality of trades u will get when u pay

We 15xed with only 4 index options trade this week..

#StockMarket #Nifty #Banknifty #SensexQuoteMr. Liquidity@hubformoney·Jul 11#Glenmark....

#StockMarket #Nifty #Banknifty #Sensex x.com/hubformoney/st…1153","@hubformoney, @hubformoney","#StockMarket, #Nifty, #Banknifty, #SensexQuoteMr, #Glenmark, #StockMarket, #Nifty, #Banknifty, #Sensex","mr liquidity20hif i can give such trades for free then imagine the quality of trades u will get when u pay

we 15xed with only 4 index options trade this week

stockmarket nifty banknifty sensexquotemr liquidityjul 11glenmark

stockmarket nifty banknifty sensex xcomhubformoneyst1153",0
Mr. Liquidity,2025-07-11 12:58:52+00:00,"Mr. Liquidity
@hubformoney
·
20h
If I can give such trades for free then imagine the quality of trades u will get when u pay

We 15xed with only 4 index options trade this week..

#StockMarket #Nifty #Banknifty #Sensex
Quote
Mr. Liquidity
@hubformoney
·
Jul 11
#Glenmark....

#StockMarket #Nifty #Banknifty #Sensex x.com/hubformoney/st…
1
153","@hubformoney, @hubformoney","#StockMarket, #Nifty, #Banknifty, #Sensex, #Glenmark, #StockMarket, #Nifty, #Banknifty, #Sensex","mr liquidity


20h
if i can give such trades for free then imagine the quality of trades u will get when u pay

we 15xed with only 4 index options trade this week

stockmarket nifty banknifty sensex
quote
mr liquidity


jul 11
glenmark

stockmarket nifty banknifty sensex xcomhubformoneyst
1
153",0
