username,timestamp,content,mentions,hashtags
Trade Insight,2025-07-11T08:56:58.000Z,"Trade Insight
@TradeInsightSvc
·
Jul 11
Sensex 82500PE
From: 100 to 250(Done)
Capital Used - 1 Lac
Profit - 1.5 Lac
ROI - 150%
In One Call

Join Our Public Channel :
https://telegram.im/InsightServices

#nifty #sensex #banknifty #StocksToWatch #zerodha #StockMarketIndia #FIIs #Nifty50 #StocksToBuy #optionbuying #StockInFocus
telegram.im
Trade Insight : Market Analysis | Banknifty | Nifty
Trust | Expertise | Consistency Before making any decisions, followers should consult their Financial Advisor
1
344",@TradeInsightSvc,"#nifty, #sensex, #banknifty, #StocksToWatch, #zerodha, #StockMarketIndia, #FIIs, #Nifty50, #StocksToBuy, #optionbuying, #StockInFocus"
Stocks In News,2025-07-11T08:56:12.000Z,"Stocks In News
@stockssinnews
·
Jul 11
#BANKNIFTY 57500 PE JULY

(800 to 1040)

Profit - Rs. 8400 per lot

Hits our Target 

Book your Profit or hold as per own risk appetite

Massive (+30%) Returns

#TCS #TATAELXSI #HINDUNILVR #GLENMARK #CRUDEOIL #BITCOIN #CRYPTO #OMCs #BPCL #IREDA #ZEEL #DMART #GOLD
Quote
Stocks In News
@stockssinnews
·
Jul 11
#BANKNIFTY 57500 PE JULY 

Entry - CMP 800
Target - 850/900/950
Sl - OWN R:R 

DISCLAIMER - Levels are purely for Educational purposes only.We are not responsible for anyone's Profit or Loss

#TCS #MCX #LIC #IDBIBANK #IEX #VEDL #ASIANPAINT #RAILTEL #KRYSTAL #AMBER #Bitcoin4Bros
2
776","@stockssinnews, @stockssinnews","#BANKNIFTY, #TCS, #TATAELXSI, #HINDUNILVR, #GLENMARK, #CRUDEOIL, #BITCOIN, #CRYPTO, #OMCs, #BPCL, #IREDA, #ZEEL, #DMART, #GOLD, #BANKNIFTY, #TCS, #MCX, #LIC, #IDBIBANK, #IEX, #VEDL, #ASIANPAINT, #RAILTEL, #KRYSTAL, #AMBER, #Bitcoin4Bros"
S.Sankar (NISM Certified RA),2025-07-11T08:55:58.000Z,"S.Sankar (NISM Certified RA)
@SankarNism
·
Jul 11
#market #OptionTrading #OptionBuying #OptionSelling #Buy #sell #CrudeOil #NaturalGas #crude #banknifty #nifty #Sensex #fii #dii

Sensex

So far,

82200 PE : high 155

83000 CE : High 164
Quote
S.Sankar (NISM Certified RA)
@SankarNism
·
Jul 11
#market #OptionTrading #OptionBuying #OptionSelling #Buy #sell #CrudeOil #NaturalGas #crude #banknifty #nifty #Sensex #fii #dii

Sensex

I’m buying 82200 PE & 83000 CE to carry forward until expiry day 

Which one will give me bigger gains ?

Not a trading recommendations !!
1
548","@SankarNism, @SankarNism","#market, #OptionTrading, #OptionBuying, #OptionSelling, #Buy, #sell, #CrudeOil, #NaturalGas, #crude, #banknifty, #nifty, #Sensex, #fii, #dii, #market, #OptionTrading, #OptionBuying, #OptionSelling, #Buy, #sell, #CrudeOil, #NaturalGas, #crude, #banknifty, #nifty, #Sensex, #fii, #dii"
Richard Rodrigues,2025-07-11T08:53:39.000Z,"Richard Rodrigues
@mydayneverends
·
Jul 11
Replying to 
@CNBCTV18Live
@ChVenkatachalam
 
@aiboc_in
 

Are you in agreement with this???

Whether this was prior discussed with you???

Get cracking asap.

#banknifty #NiftyBank #niftycrash
311","@mydayneverends, @CNBCTV18Live, @ChVenkatachalam, @aiboc_in","#banknifty, #NiftyBank, #niftycrash"
EASY TRADER,2025-07-11T08:52:01.000Z,"EASY TRADER
@ArnavsameerS
·
Jul 11
And Exact Hit to the target.
Posted at entry posted after target.

Nifty at 2.20 pm
#nifty #banknifty #sensex
Quote
EASY TRADER
@ArnavsameerS
·
Jul 11
This trade should be like that now 
Nifty at 2.07 pm.
Stoploss to zero. 
#nifty #banknifty #sensex  x.com/ArnavsameerS/s…
150","@ArnavsameerS, @ArnavsameerS","#nifty, #banknifty, #sensex, #nifty, #banknifty, #sensex"
CNBC-AWAAZ,2025-07-11T08:47:25.000Z,"CNBC-AWAAZ
@CNBC_Awaaz
·
Jul 11
#EditorsTake | Midcap और Smallcaps की One-way Rally थम गई?

जानें 
@_anujsinghal
 से


@shreyaworld100
 #StockMarket #Investment #TradingTips #KamaiKaAdda #Nifty #BankNifty #Midcaps #Smallcaps
The media could not be played.
Reload
3
1
1.6K","@CNBC_Awaaz, @_anujsinghal, @shreyaworld100","#EditorsTake, #StockMarket, #Investment, #TradingTips, #KamaiKaAdda, #Nifty, #BankNifty, #Midcaps, #Smallcaps"
 BAASI KHABAR ,2025-07-11T08:45:02.000Z," BAASI KHABAR 
@panj081005
·
Jul 11
RE-TRADE
NIFTY MIDCAP SELECT 
CMP-13050
BUY 13025-13040(dot-dot level)
TGT  13200- 13500+
SL 50-60 PTS 
TGT AAYEGA BOSS...!!
FII ARE SEEN TO BE ACCUMULATION AT THIS LEVEL
DYOR
ONLY FOR EDUCATION PURPOSE 
#StockMarketIndia #niftyOptions #banknifty #MarketUpdate #bullrun #Bearish
1
2
1
235",@panj081005,"#StockMarketIndia, #niftyOptions, #banknifty, #MarketUpdate, #bullrun, #Bearish"
"Puneet, Low risk options’ combinations,",2025-07-11T08:43:28.000Z,"Puneet, Low risk options’ combinations,
@i2gain
·
Jul 11
#BankNifty looking much better than #Nifty 

#Nifty50 #Nifty50
Quote
Puneet, Low risk options’ combinations,
@i2gain
·
Jul 11
After 25280, 25150 is acting like a strong support, Inddicators are signaling consolidation too, IS this bottom formation ????

25120 - 25330 important range, breakout will provide clarity. 

#Nifty #Nifty50 #OptionsTrading #StockMarket #StockMarketNews #Sensex
2
4
291","@i2gain, @i2gain","#BankNifty, #Nifty, #Nifty50, #Nifty50, #Nifty, #Nifty50, #OptionsTrading, #StockMarket, #StockMarketNews, #Sensex"
Thinking Charts,2025-07-11T08:42:31.000Z,"Thinking Charts
@ThinkingCharts
·
Jul 11
#BANKNIFTY #NIFTY

JUL 25100 CE AT 325 SL OF 295

JUL 56700CE AT 750 SL OF 690

SL small  very strict if no movement in last hour exit at closing!!

MANAGE RISK WELL! 

#trading #nifty50  #stockmarkets #StocksToBuy #trade #StocksInFocus #adani #OptionsTrading #options #crude
Show more
2
1
5
600",@ThinkingCharts,"#BANKNIFTY, #NIFTY, #trading, #nifty50, #stockmarkets, #StocksToBuy, #trade, #StocksInFocus, #adani, #OptionsTrading, #options, #crude"
Rajeev DhanYatra ,2025-07-11T08:41:35.000Z,"Rajeev DhanYatra 
@RajeevDhanYatra
·
Jul 11
Bears “BE “CARE” ANY TIME MARKET WILL REVERSE 

MINI TRADE DEAL”

#usindiatradedeal 
#nifty50
#breakout 
#bullish 
#banknifty 
#stockmarket
84",@RajeevDhanYatra,"#usindiatradedeal, #nifty50, #breakout, #bullish, #banknifty, #stockmarket"
CNBC-AWAAZ,2025-07-11T08:40:47.000Z,"CNBC-AWAAZ
@CNBC_Awaaz
·
Jul 11
#EditorsTake |  TCS में Pain, IT के लिए आगे क्या करें?

Midcap IT के लिए अच्छे मौके?

IT में कब बनेगा Bottom?

जानें 
@_anujsinghal
 से


@shreyaworld100
 #StockMarket #Investment #TradingTips #KamaiKaAdda #Nifty #BankNifty #ITSector #ITStocks #TCS
1
14
2.2K","@CNBC_Awaaz, @_anujsinghal, @shreyaworld100","#EditorsTake, #StockMarket, #Investment, #TradingTips, #KamaiKaAdda, #Nifty, #BankNifty, #ITSector, #ITStocks, #TCS"
#CircularMotionTrade,2025-07-11T08:38:39.000Z,"#CircularMotionTrade
@retailinvestor1
·
Jul 11
#Grasim Spot 2837 To 2763, Done #CircularMotionTrade Ist Target 2765 

 Join Our Telegram Channel 

https://t.me/fiboganmcx

 Posted This Sell Setup On 08-07-25 

https://x.com/retailinvestor1/status/1942484268636332388…

#Gann #Nifty50 #BankNifty #optionbuying

 Contact at https://wa.me/+918882402590
Show more
Quote
#CircularMotionTrade
@retailinvestor1
·
Jul 8
#GRASIM Spot Sell Setup AS Per #CircularMotionTrade Strategy 

Currently Trading At 2837 , Sell Rise Till 2869 For The Target 2765—2686

#Gann #Nifty50 #NiftyBank #Optionbuying
1
166","@retailinvestor1, @retailinvestor1","#CircularMotionTrade, #Grasim, #CircularMotionTrade, #Gann, #Nifty50, #BankNifty, #optionbuying, #CircularMotionTrade, #GRASIM, #CircularMotionTrade, #Gann, #Nifty50, #NiftyBank, #Optionbuying"
EASY TRADER,2025-07-11T08:38:35.000Z,"EASY TRADER
@ArnavsameerS
·
Jul 11
This trade should be like that now 
Nifty at 2.07 pm.
Stoploss to zero. 
#nifty #banknifty #sensex
Quote
EASY TRADER
@ArnavsameerS
·
Jul 11
Small SL with 9 points Easy risky 
#nifty #banknifty #sensex
1
279","@ArnavsameerS, @ArnavsameerS","#nifty, #banknifty, #sensex, #nifty, #banknifty, #sensex"
ET Now Swadesh,2025-07-11T08:37:59.000Z,"ET Now Swadesh
@ETNowSwadesh
·
Jul 11
#MarketWithSwadesh | बाजार दिन के निचले स्तर पर

- निफ्टी में करीब 200 अंकों की गिरावट
- सेंसेक्स में करीब 650 अंकों की गिरावट
- बैंक निफ्टी में करीब 200 अंकों की गिरावट

#MarketUpdate #BankNifty #Sensex #Nifty
2
342",@ETNowSwadesh,"#MarketWithSwadesh, #MarketUpdate, #BankNifty, #Sensex, #Nifty"
CNBC-AWAAZ,2025-07-11T08:37:48.000Z,"CNBC-AWAAZ
@CNBC_Awaaz
·
Jul 11
#EditorsTake | बाजार में खराब दिन, खराब हफ्ता

बाजार ने आखिरकार आज ब्रेकडाउन दिया

ये गिरावट अर्निंग की वजह से...

अब क्या हो रणनीति? जानें 
@_anujsinghal
 से


@shreyaworld100
 #StockMarket #Investment #TradingTips #KamaiKaAdda #Nifty #BankNifty
5
1
1.4K","@CNBC_Awaaz, @_anujsinghal, @shreyaworld100","#EditorsTake, #StockMarket, #Investment, #TradingTips, #KamaiKaAdda, #Nifty, #BankNifty"
Market Research Analyst (RKSM),2025-07-11T08:36:08.000Z,"Market Research Analyst (RKSM)
@researchrks
·
Jul 11
#Bitcoin ! #RKSM (Advanced)! 

All #time #High You can make your own decisions!

#BTCUSDT/#BTC -   Associate with us for - #Nifty #Nifty50 #BankNifty #Commodities #stocks #gold #Oil 

#DataDecoder #TrendTracker #StockMarket #MarketInsights
2
189",@researchrks,"#Bitcoin, #RKSM, #time, #High, #BTCUSDT, #BTC, #Nifty, #Nifty50, #BankNifty, #Commodities, #stocks, #gold, #Oil, #DataDecoder, #TrendTracker, #StockMarket, #MarketInsights"
"Ashish H Kyal, Author",2025-07-11T08:32:36.000Z,"Ashish H Kyal, Author
@kyalashish
·
Jul 11
Wave 5 takes shape! #BankNifty aligns flawlessly with Neo Wave counts and Fibonacci signals.
Discover how wave theory is forecasting the next move, with wave 5 in progress. Read Complete Analysis
Bank Nifty Neo Wave Analysis: Is the Rally Still Intact?
From wavesstrategy.com
12
3
50
5.8K",@kyalashish,#BankNifty
Ravi,2025-07-11T08:32:19.000Z,"Ravi@BullvsBears·Jul 11Now after blast in #GOLD #SILVER Now buying #banknifty now at 56933 yes we will add more around 56847——56707 levels or more++++

We see blast soon! In panic add slowlyThe media could not be played.Reload98",@BullvsBears,"#GOLD, #SILVER, #banknifty"
DJ - Banknifty_Nifty Trader,2025-07-11T08:32:19.000Z,"DJ - Banknifty_Nifty Trader
@DJ_DeepakJamdar
·
Jul 11
#NIFTY #BANKNIFTY #SENSEX  
Use of VEGA data to get entry and exit right !!
#BearishBias #stockmarketcrash #StockMarket #StockMarketIndia
1
2
117",@DJ_DeepakJamdar,"#NIFTY, #BANKNIFTY, #SENSEX, #BearishBias, #stockmarketcrash, #StockMarket, #StockMarketIndia"
Soctr.IN,2025-07-11T08:32:13.000Z,"Soctr.IN
@MySoctr
·
Jul 11
#MarketUpdate

For more #Updates visit http://my.soctr.in/x And""follow""
@Mysoctr


#MarketTrends #StockMarkets #Nifty #BankNifty #FinNifty #NiftyMidcap
#NiftySmallCap #Investing #BreakoutStocks #StocksInFocus #StocksToWatch #StocksToBuy #StocksToTrade #StockMarket #trading
Show more
207","@MySoctr, @Mysoctr","#MarketUpdate, #Updates, #MarketTrends, #StockMarkets, #Nifty, #BankNifty, #FinNifty, #NiftyMidcap, #NiftySmallCap, #Investing, #BreakoutStocks, #StocksInFocus, #StocksToWatch, #StocksToBuy, #StocksToTrade, #StockMarket, #trading"
Waves Strategy,2025-07-11T08:32:05.000Z,"Waves Strategy
@WavesStrategy
·
Jul 11
Wave 5 takes shape! #BankNifty aligns flawlessly with Neo Wave counts and Fibonacci signals.
Discover how wave theory is forecasting the next move, with wave 5 in progress. Read Complete Analysis
Bank Nifty Neo Wave Analysis: Is the Rally Still Intact?
From wavesstrategy.com
2
104",@WavesStrategy,#BankNifty
Aayush Agarwal,2025-07-11T08:31:02.000Z,"Aayush Agarwal
@AayushA43626
·
Jul 11
#banknifty will go green or bounce a trap?
17",@AayushA43626,#banknifty
Devesh Kumar,2025-07-11T08:30:44.000Z,"Devesh Kumar
@rite2dk
·
Jul 11
All targets achieved. It's 2pm update on Nifty and Banknifty dated 11th July.

https://youtube.com/shorts/vi-KPelFTXk?feature=share…
.
.
#nifty 
#banknifty 
#stockmarket 
#optionstrading
#trading
#brullsacademy
youtube.com
2pm update on Nifty and Banknifty dated 11th July #shorts
2pm update on Nifty and Banknifty dated 11th July#youtubeshorts #ytshort #shorts #shortsfeed #nifty #banknifty #stockmarket #sharemarket #optiontrading #brul...
151",@rite2dk,"#nifty, #banknifty, #stockmarket, #optionstrading, #trading, #brullsacademy, #shorts, #youtubeshorts, #ytshort, #shorts, #shortsfeed, #nifty, #banknifty, #stockmarket, #sharemarket, #optiontrading, #brul"
Economicdoctor,2025-07-11T08:30:11.000Z,"Economicdoctor
@HemrajGoyal14
·
Jul 11
#banknifty #Nifty Idea of the day PNB
69",@HemrajGoyal14,"#banknifty, #Nifty"
Mudraguna,2025-07-11T08:27:37.000Z,"Mudraguna
@MudragunaF
·
Jul 11
 INDIAN EQUITY MARKET PERFORMANCE AS ON 11TH JULY, 2025.
 A mixed trading session was seen in the Indian equity markets.
#mudraguna #india #stockmarket #dalalstreet #index #nifty #banknifty #niftymidcap #niftysmallcap #investors #investment #trading #Traders
93",@MudragunaF,"#mudraguna, #india, #stockmarket, #dalalstreet, #index, #nifty, #banknifty, #niftymidcap, #niftysmallcap, #investors, #investment, #trading, #Traders"
Derivative Trading Strategies,2025-07-11T08:25:30.000Z,"Derivative Trading Strategies
@HedgingDesk
·
Jul 11
MIDCPNIFTY STRATEGY POSITIONAL BULLISH 31st JULY 

BUY 1 LOT 13200 CE @ 157
SELL 2 LOT 13400 CE @ 90
BUY 1 LOT 13600 CE @ 48

MAX PROFIT - 24500
MAX LOSS - 3500
MARGIN REQ : 77k

#Nifty #Banknifty #Optionselling #OptionsTrading #HedgingStrategy #optionbuying #StockMarketindia
Show more
1
2
295",@HedgingDesk,"#Nifty, #Banknifty, #Optionselling, #OptionsTrading, #HedgingStrategy, #optionbuying, #StockMarketindia"
TRADING IN THE ZONE,2025-07-11T08:21:22.000Z,"TRADING IN THE ZONE
@TradingWithAnsh
·
Jul 11
Watch the U/M video of #nifty from 11 mins 50 sec, you will come to know this fall was well planned by the #institutions 

https://youtu.be/PJzrChB30UU?si=jEcwFbFIFhHDGqM3…

Analysis on LTF:

 125 Min DZ showed weak buying, reversal done 
 Both 75 min DZ worked 

#investing 
#banknifty
youtube.com
#NIFTYANALYSIS FOR 30 JUN 2025 II #banknifty II DEMAND & SUPPLY ZONES...
Demand & Supply Theory : https://youtu.be/2xwqhr2CyHA?si=Yc5H_3uhlcVIR_w1THE ANALYSIS IS PURELY BASED ON DEMAND & SUPPLY THEORY AND THE PURPOSE OF ANALYSIS I...
1
3
268",@TradingWithAnsh,"#nifty, #institutions, #investing, #banknifty, #NIFTYANALYSIS, #banknifty"
Aayush Agarwal,2025-07-11T08:21:03.000Z,"Aayush Agarwal
@AayushA43626
·
Jul 11
just loving ghe banking out performance #hdfc #banknifty 
real threat begins if #hdfc spot closes below 1970 and  #banknifty closes below 56500
21",@AayushA43626,"#hdfc, #banknifty, #hdfc, #banknifty"
EASY TRADER,2025-07-11T08:19:31.000Z,"EASY TRADER
@ArnavsameerS
·
Jul 11
Small SL with 9 points Easy risky 
#nifty #banknifty #sensex
1
235",@ArnavsameerS,"#nifty, #banknifty, #sensex"
GreaterTime ,2025-07-11T08:17:08.000Z,"GreaterTime 
@GreaterTime
·
Jul 11
#Gold #Silver  Long term #Timecycle is bullish

We are witnessing a historic #breakout due to #Structural changes in the $Silver Consumption pattern. 

Invest in - $Gold  & silver and you #kids will #salute to your #Foresight 

#Nifty50 #Nifty #Banknifty #Wdgann #GANN
1
4
9
1.2K",@GreaterTime,"#Gold, #Silver, #Timecycle, #breakout, #Structural, #kids, #salute, #Foresight, #Nifty50, #Nifty, #Banknifty, #Wdgann, #GANN"
Prosper Trade & Investments,2025-07-11T08:14:24.000Z,"Prosper Trade & Investments
@HindtoshProsper
·
Jul 11
#banknifty : 1H

#NiftyBank | #stockmarketcrash | #trading
62",@HindtoshProsper,"#banknifty, #NiftyBank, #stockmarketcrash, #trading"
Varun k,2025-07-11T08:13:36.000Z,"Varun k
@varrunk
·
Jul 11
#nifty #banknifty #zeebusiness #CNBCTV18Market  #investing #sebi please guide
106",@varrunk,"#nifty, #banknifty, #zeebusiness, #CNBCTV18Market, #investing, #sebi"
Abhishek,2025-07-11T08:13:30.000Z,"Abhishek
@itsabhi25201075
·
Jul 11
#DIIs was buying  aggressively .

Let's see if they have money 

#Nifty #banknifty
109",@itsabhi25201075,"#DIIs, #Nifty, #banknifty"
Emporos,2025-07-11T08:11:54.000Z,"Emporos
@Emporos_Moyen
·
Jul 11
#banknifty #cnxfinance #finnifty #niftyfinance #midcap #sensex #nifty 
#25150CE update

Buy area shifted to 120

*Buy 25150 CE
only if 25250 PE hits 180 before 2:45 pm

Else, forget it
Quote
Emporos
@Emporos_Moyen
·
Jul 11
#banknifty #cnxfinance #finnifty #niftyfinance #midcap #sensex #nifty 

#25150CE 
25150 CE around 130-137
*CMP 158
SL Candle Close below 110 (preferably 30 mins)

Tgt open

*DIY ANALYSIS
*RISK IS YOURS
*PROFIT OR LOSS IS YOURS x.com/Emporos_Moyen/…
1
432","@Emporos_Moyen, @Emporos_Moyen","#banknifty, #cnxfinance, #finnifty, #niftyfinance, #midcap, #sensex, #nifty, #25150CE, #banknifty, #cnxfinance, #finnifty, #niftyfinance, #midcap, #sensex, #nifty, #25150CE"
Naincy Kumari,2025-07-11T08:05:51.000Z,"Naincy Kumari
@sharmanaincy98
·
Jul 11
#SEBI is reportedly expanding its probe into alleged index manipulation by Jane Street!  The investigation, initially focused on NSE's #Nifty & #BankNifty, will now include #BSE's popular #Sensex options contracts. 
 #MarketRegulation #StockMarketIndia 
#SEBIAction  #niftyIT
1
300",@sharmanaincy98,"#SEBI, #Nifty, #BankNifty, #BSE, #Sensex, #MarketRegulation, #StockMarketIndia, #SEBIAction, #niftyIT"
Arunkumar ,2025-07-11T08:05:50.000Z,"Arunkumar 
@itzarunca
·
Jul 11
#Nifty - 25155

We discussed, if the price comes below 25400, then 25300 & 25200 is reachable and currently the price trading below 25200. The important level to hold for this one more high is around 25080-25100. 

#Banknifty - 56715

I just shared, if it comes below 56750, then
Show more
Quote
Arunkumar 
@itzarunca
·
Jul 11
#Banknifty - 56935
 
We expected the resistance at 57360 and the actual high was 57363 (precise turning)

And we expected the price to reach 56900-56850 and today's low as of now is 56841 (precise).

All as per expectation. Now this range is important support. But if the price x.com/itzarunca/stat…
Show more
4
1
29
4.2K","@itzarunca, @itzarunca","#Nifty, #Banknifty, #Banknifty"
Himanshu Tailor,2025-07-11T08:03:37.000Z,"Himanshu Tailor
@Himanshu_t3110
·
Jul 11
#PEL #NIFTY #banknifty #OptionsTrading #optionbuying #option #sharemarket 
Target 
1
2
328",@Himanshu_t3110,"#PEL, #NIFTY, #banknifty, #OptionsTrading, #optionbuying, #option, #sharemarket"
StockTales,2025-07-11T08:02:59.000Z,"StockTales
@StockTales5591
·
Jul 11
We Recommend to buy Anand Rathi Wealth Ltd(#ANANDRATHI) at 2200 in cash

#Nifty #BankNifty #Sensex #Equity #Stocks #HDFC #Infy #TCS #Stocks #Equity #shorterm  #Havells #ONGC 
@StockTales5591
422","@StockTales5591, @StockTales5591","#ANANDRATHI, #Nifty, #BankNifty, #Sensex, #Equity, #Stocks, #HDFC, #Infy, #TCS, #Stocks, #Equity, #shorterm, #Havells, #ONGC"
Zee Business,2025-07-11T08:00:42.000Z,"Zee Business
@ZeeBusiness
·
Jul 11
#MarketRadar | बनाइए #Nifty और #BankNifty पर सटीक स्ट्रैटेजी...साथ ही जानिए दिग्गज एक्सपर्ट्स की ट्रेडिंग की दमदार कॉल्स...

 #StockMarketindia | #NewsUpdates 
@poojat_0211
We cannot play the video in this browser. Please try a different web browser.
Zee Business
@ZeeBusiness
Market Radar | बनाइए Nifty और Bank Nifty पर सटीक स्ट्रैटेजी एक्सपर्ट्स की दमदार कॉल्स के साथ...
2
4
1.5K","@ZeeBusiness, @poojat_0211, @ZeeBusiness","#MarketRadar, #Nifty, #BankNifty, #StockMarketindia, #NewsUpdates"
Mohit Jain,2025-07-11T08:00:16.000Z,"Mohit Jain
@JainYoungster
·
Jul 11
#RBI to conduct 2.5 lakh VRRR 

#Nifty #Banknifty
1
308",@JainYoungster,"#RBI, #Nifty, #Banknifty"
Zero To Zenith ®,2025-07-11T07:56:34.000Z,"Zero To Zenith ®
@Zero_To_Zenith
·
Jul 11
Date- 11/07/2025            

Capital Used- 20L            

FY 2025-26 Returns- 8.15%  

Free TG link - https://t.me/+kuzQNWdnGMY4MTk1…  

#Nifty50 #optionselling #sensex #OPTION #banknifty #trading #StockMarket #straddles #sensexstraddles
6
900",@Zero_To_Zenith,"#Nifty50, #optionselling, #sensex, #OPTION, #banknifty, #trading, #StockMarket, #straddles, #sensexstraddles"
Jiten Kumar,2025-07-11T07:53:37.000Z,"Jiten Kumar
@jitenpalkumar
·
Jul 11
Fuck This Shit ..
Itna asan bhi nai hai yaha paisa kamana guys ..!
#stockmarket #trading #nifty #nse #banknifty #bse #option #optiontrading #optionbuying #Optionselling #profit  #gold #silver #crude #bitcoin #giftnifty #sensex
12
1
12
1.3K",@jitenpalkumar,"#stockmarket, #trading, #nifty, #nse, #banknifty, #bse, #option, #optiontrading, #optionbuying, #Optionselling, #profit, #gold, #silver, #crude, #bitcoin, #giftnifty, #sensex"
The Gyaani Stock Market,2025-07-11T07:48:22.000Z,"The Gyaani Stock Market
@TheGyaaniSM
·
Jul 11
|| HDFC Bank Ltd || Breakout Stock || Target 5000 || 
https://youtu.be/ombNUht_mJc 

#StockMarkets #Nifty #BankNifty 
#MondayMarketPrediction #StockMarkets #Sensex #ShareMarketNews #Nifty50  #BreakoutStock
The media could not be played.
Reload
227",@TheGyaaniSM,"#StockMarkets, #Nifty, #BankNifty, #MondayMarketPrediction, #StockMarkets, #Sensex, #ShareMarketNews, #Nifty50, #BreakoutStock"
